timestamp,open,high,low,close,volume
2024-07-15,544.9,586.8,543.8,585.3,335372.772
2024-07-16,585.3,587.5,554.4,576.2,347825.03
2024-07-17,576.3,584.0,564.3,568.9,198271.205
2024-07-18,568.9,579.6,561.6,571.9,153121.784
2024-07-19,572.0,598.7,565.0,593.4,331877.529
2024-07-20,593.4,597.9,586.7,593.1,144679.404
2024-07-21,593.2,603.4,581.5,602.5,243931.763
2024-07-22,602.5,605.6,580.3,587.2,212452.69
2024-07-23,587.3,593.5,577.2,581.9,214355.311
2024-07-24,582.0,589.1,570.4,574.9,160535.208
2024-07-25,574.9,576.6,553.1,570.6,286997.522
2024-07-26,570.7,582.8,570.2,580.9,155492.92
2024-07-27,580.9,592.8,572.6,581.6,184468.855
2024-07-28,581.6,584.9,574.5,583.9,92606.642
2024-07-29,583.9,598.0,572.2,574.3,213824.089
2024-07-30,574.3,588.3,566.6,588.2,165024.413
2024-07-31,588.1,592.9,574.7,576.5,194701.723
2024-08-01,576.5,578.0,553.7,575.1,280418.865
2024-08-02,575.2,577.6,540.2,542.9,283605.001
2024-08-03,542.9,545.3,521.3,529.6,245777.525
2024-08-04,529.7,532.2,486.5,496.9,390238.285
2024-08-05,496.9,499.9,400.0,464.2,2114679.75
2024-08-06,464.3,494.4,463.5,484.8,458815.007
2024-08-07,484.9,497.7,468.1,475.0,322182.487
2024-08-08,475.0,521.7,467.5,517.1,286744.608
2024-08-09,517.2,518.4,498.7,508.7,195125.106
2024-08-10,508.7,525.4,507.2,523.1,126212.238
2024-08-11,523.2,535.8,502.3,503.4,206038.714
2024-08-12,503.5,524.0,499.2,518.2,285951.347
2024-08-13,518.3,527.0,513.1,524.2,255029.497
2024-08-14,524.2,531.9,515.4,523.4,220850.011
2024-08-15,523.4,533.9,510.0,519.2,229628.306
2024-08-16,519.2,524.5,509.9,519.7,174036.141
2024-08-17,519.7,547.7,518.3,541.6,196365.586
2024-08-18,541.7,542.6,530.8,531.2,148890.018
2024-08-19,531.3,560.7,529.1,558.4,233275.352
2024-08-20,558.5,574.9,558.2,569.4,422053.693
2024-08-21,569.4,575.1,546.1,570.1,345601.77
2024-08-22,570.2,590.0,559.7,582.9,365020.284
2024-08-23,583.0,600.6,574.3,591.7,387772.663
2024-08-24,591.7,592.4,574.6,580.5,325168.897
2024-08-25,580.5,583.9,569.0,573.9,195984.559
2024-08-26,573.9,575.6,546.7,548.2,280985.576
2024-08-27,548.3,558.3,520.5,533.3,298073.974
2024-08-28,533.3,546.8,522.4,537.0,269794.777
2024-08-29,537.0,545.5,530.9,536.4,166187.113
2024-08-30,536.4,543.4,522.0,535.2,197825.895
2024-08-31,535.2,541.5,531.1,532.9,95954.072
2024-09-01,532.9,533.2,507.7,512.4,203698.867
2024-09-02,512.3,530.2,501.5,526.3,262984.426
2024-09-03,526.4,538.4,517.9,518.7,224481.65
2024-09-04,518.8,523.7,495.8,507.6,435892.306
2024-09-05,507.6,512.9,496.7,502.4,177237.32
2024-09-06,502.4,509.9,471.3,487.2,357704.727
2024-09-07,487.3,499.5,482.9,493.5,140367.312
2024-09-08,493.6,506.9,490.7,503.1,135677.173
2024-09-09,503.2,525.7,501.7,518.7,207528.54
2024-09-10,518.7,524.3,509.2,517.0,161417.812
2024-09-11,517.0,535.4,506.5,530.1,204079.602
2024-09-12,530.2,546.8,530.0,543.3,56564.434
