timestamp,open,high,low,close,volume
2024-07-24,94.47,94.8,89.36,89.94,56474.248
2024-07-25,89.89,97.2,85.75,92.78,341270.46
2024-07-26,92.79,103.21,92.66,97.74,238894.763
2024-07-27,97.74,103.0,97.07,101.14,128963.757
2024-07-28,101.12,101.16,97.91,98.69,55008.566
2024-07-29,98.71,106.43,98.71,104.96,127629.847
2024-07-30,104.98,106.73,102.59,105.21,154184.02
2024-07-31,105.21,112.33,104.06,107.52,250216.471
2024-08-01,107.52,117.46,103.64,116.82,510594.231
2024-08-02,116.83,118.1,106.88,110.33,508184.97
2024-08-03,110.33,116.94,103.02,105.57,451514.935
2024-08-04,105.55,112.01,96.86,97.19,511242.496
2024-08-05,97.17,99.0,76.15,95.64,879926.989
2024-08-06,95.67,107.97,95.34,103.64,472699.65
2024-08-07,103.65,106.49,96.55,98.32,385078.211
2024-08-08,98.34,103.96,95.04,101.44,427652.149
2024-08-09,101.46,101.52,93.57,96.28,203610.918
2024-08-10,96.29,97.12,92.51,93.31,90999.419
2024-08-11,93.32,96.2,90.82,91.16,124030.927
2024-08-12,91.16,97.2,90.19,95.66,204156.521
2024-08-13,95.67,100.01,93.66,97.78,265231.186
2024-08-14,97.75,106.77,96.24,106.02,343894.34
2024-08-15,106.02,112.15,104.18,107.8,429368.295
2024-08-16,107.78,114.89,105.71,112.67,394467.128
2024-08-17,112.68,116.72,109.47,110.93,196408.497
2024-08-18,110.92,113.5,109.34,111.38,185143.099
2024-08-19,111.37,122.47,107.55,118.12,407396.365
2024-08-20,118.13,132.25,117.63,128.89,505920.204
2024-08-21,128.87,143.78,127.75,140.16,660848.12
2024-08-22,140.16,141.95,133.25,135.84,309008.541
2024-08-23,135.85,148.77,132.01,143.32,366770.718
2024-08-24,143.32,143.42,135.35,137.02,196740.642
2024-08-25,137.08,139.99,133.51,135.47,138514.782
2024-08-26,135.47,136.8,127.87,128.76,173792.025
2024-08-27,128.73,131.8,117.15,119.98,246509.052
2024-08-28,120.0,129.0,118.29,125.51,331431.703
2024-08-29,125.5,128.36,121.68,123.28,179183.107
2024-08-30,123.26,131.91,118.35,131.2,256453.959
2024-08-31,131.2,134.06,128.08,129.71,178221.575
2024-09-01,129.68,130.08,120.15,120.7,163920.237
2024-09-02,120.64,135.34,117.8,134.9,296372.832
2024-09-03,134.9,135.25,118.62,118.78,391255.656
2024-09-04,118.78,140.9,116.0,135.27,830363.512
2024-09-05,135.24,137.36,127.44,128.96,358177.577
2024-09-06,128.97,130.93,119.56,126.85,433303.253
2024-09-07,126.86,130.83,123.94,125.13,229905.302
2024-09-08,125.16,127.57,123.18,125.98,184815.6
2024-09-09,125.98,142.28,124.15,139.97,466110.57
2024-09-10,139.97,153.0,136.19,150.59,452339.615
2024-09-11,150.6,160.01,144.92,149.47,574762.816
2024-09-12,149.47,151.95,141.63,145.01,468098.744
2024-09-13,145.01,146.45,139.34,144.33,331885.751
2024-09-14,144.33,144.35,137.46,140.06,167604.562
2024-09-15,140.06,149.96,139.88,143.37,321936.213
2024-09-16,143.34,143.8,138.0,140.3,265919.992
2024-09-17,140.3,147.5,136.45,140.6,259492.692
2024-09-18,140.58,142.03,134.14,141.76,242120.922
2024-09-19,141.78,153.01,141.49,150.38,258493.263
2024-09-20,150.39,157.71,147.57,153.41,164697.672
2024-09-21,153.4,154.12,149.73,151.03,33991.807
