timestamp,open,high,low,close,volume
2024-07-20,391.5,398.9,385.6,395.5,27968.6
2024-07-21,395.4,401.5,378.1,401.3,40563.724
2024-07-22,401.3,404.6,382.8,385.9,45420.815
2024-07-23,385.9,392.8,360.7,366.5,76251.474
2024-07-24,366.4,374.8,359.1,362.4,40900.33
2024-07-25,362.4,365.2,346.7,361.4,67584.522
2024-07-26,361.4,379.0,361.1,377.3,34611.408
2024-07-27,377.3,398.2,376.7,392.4,58201.825
2024-07-28,392.5,423.6,388.9,416.8,96659.636
2024-07-29,416.8,459.2,413.8,439.0,144369.021
2024-07-30,439.0,446.7,428.0,432.4,98813.806
2024-07-31,432.5,441.4,411.3,413.9,69143.858
2024-08-01,413.9,423.5,389.8,413.3,66496.798
2024-08-02,413.2,417.5,379.5,381.6,65059.105
2024-08-03,381.5,386.1,354.7,364.4,63097.818
2024-08-04,364.4,367.4,331.0,332.5,99325.458
2024-08-05,332.5,335.7,272.7,309.9,309239.202
2024-08-06,309.9,330.2,307.2,315.0,119116.007
2024-08-07,315.0,327.8,308.8,312.4,63735.526
2024-08-08,312.5,372.2,308.2,353.1,114887.392
2024-08-09,353.1,357.9,336.1,347.6,93404.989
2024-08-10,347.6,359.0,345.4,354.9,34079.0
2024-08-11,354.9,358.6,327.4,330.2,25718.954
2024-08-12,330.2,360.1,328.8,354.9,82969.97
2024-08-13,354.8,365.4,343.5,351.7,63188.202
2024-08-14,351.6,352.6,334.8,337.7,44204.927
2024-08-15,337.7,344.3,327.4,334.3,46218.338
2024-08-16,334.3,346.8,328.1,338.2,86342.629
2024-08-17,337.9,348.0,335.7,341.3,31169.227
2024-08-18,341.2,345.5,332.9,333.1,24835.24
2024-08-19,333.2,339.7,330.4,338.0,23449.473
2024-08-20,337.9,346.8,331.3,335.2,51804.157
2024-08-21,335.2,355.5,333.1,349.4,75647.098
2024-08-22,349.4,352.2,342.0,346.8,28477.576
2024-08-23,346.7,369.0,346.4,365.1,47960.348
2024-08-24,365.2,369.2,357.4,363.6,36840.788
2024-08-25,363.7,364.9,350.0,356.3,45767.255
2024-08-26,356.3,358.1,339.4,342.3,69526.523
2024-08-27,342.4,347.2,314.8,324.2,45055.641
2024-08-28,324.1,330.7,314.2,322.1,47247.718
2024-08-29,322.0,331.0,317.1,322.5,25674.625
2024-08-30,322.5,327.2,314.8,324.9,26233.689
2024-08-31,324.9,326.8,319.9,322.4,9991.838
2024-09-01,322.3,322.8,310.4,312.7,18767.351
2024-09-02,312.6,325.9,310.6,323.7,31088.343
2024-09-03,323.7,326.3,308.5,308.9,62875.806
2024-09-04,308.8,319.5,296.0,315.2,44742.701
2024-09-05,315.1,317.0,303.4,307.6,24052.7
2024-09-06,307.7,312.8,286.0,295.0,51998.992
2024-09-07,294.9,308.3,293.2,299.4,24333.15
2024-09-08,299.4,308.3,298.7,305.4,19916.176
2024-09-09,305.3,325.9,304.8,322.2,35098.296
2024-09-10,322.3,332.0,318.1,329.5,34693.242
2024-09-11,329.5,343.9,319.7,337.6,46519.441
2024-09-12,337.5,341.0,330.0,333.0,37359.979
2024-09-13,332.9,337.8,326.9,335.5,28798.904
2024-09-14,335.7,337.8,325.3,327.0,18588.306
2024-09-15,327.0,329.2,313.9,316.4,26702.408
2024-09-16,316.4,317.3,308.9,311.8,31470.281
2024-09-17,311.8,321.6,309.3,317.2,20985.893
