timestamp,open,high,low,close,volume
2024-08-02,65350.3,65602.4,61227.1,61493.8,3678.44474195
2024-08-03,61493.8,62194.3,59857.6,60716.3,3241.28917638
2024-08-04,60709.2,61108.0,57200.0,58157.9,3024.99636335
2024-08-05,58164.3,58305.0,48705.8,54009.6,11783.25740299679
2024-08-06,54031.9,57126.2,53944.3,56039.6,4468.7045675
2024-08-07,56016.1,57722.9,54562.0,55127.6,4033.07074522
2024-08-08,55132.6,62714.9,54737.4,61691.7,4301.42280838
2024-08-09,61685.6,61742.5,59531.6,60831.4,3177.16429263
2024-08-10,60844.6,61466.9,60248.2,60922.9,1334.90231724
2024-08-11,60923.0,61874.9,58301.8,58710.9,2561.04928921
2024-08-12,58717.1,60786.1,57649.2,59347.4,4602.78407909
2024-08-13,59351.7,61594.6,58421.0,60586.7,2954.50466679
2024-08-14,60586.7,61820.1,58444.5,58679.0,2882.01960837
2024-08-15,58678.9,59843.0,56111.2,57540.1,3799.21196423
2024-08-16,57540.1,59808.9,57101.2,58874.9,2358.05984951
2024-08-17,58874.9,59706.5,58800.7,59495.9,658.00417072
2024-08-18,59496.0,60270.0,58420.0,58428.1,1372.42269974
2024-08-19,58428.1,59599.0,57814.6,59432.3,1891.50189249
2024-08-20,59432.3,61480.0,58556.2,59012.1,3169.05980514
2024-08-21,59012.0,61815.9,58786.8,61148.0,2626.58971815
2024-08-22,61148.1,61399.8,59729.1,60381.1,2334.75857046
2024-08-23,60381.6,64957.6,60340.6,64040.9,4488.54077091
2024-08-24,64041.0,64500.0,63539.2,64151.3,1564.95341888
2024-08-25,64150.9,65000.0,63776.0,64220.6,1213.39077026
2024-08-26,64220.6,64479.4,62816.3,62830.1,2144.72807256
2024-08-27,62836.4,63218.9,58000.0,59413.9,3042.18328456
2024-08-28,59410.9,60230.5,57862.0,59030.3,2751.86370049
2024-08-29,59033.1,61160.3,58708.5,59352.0,2135.25493415
2024-08-30,59350.7,59950.5,57679.6,59115.0,2647.76565687
2024-08-31,59123.5,59454.0,58745.5,58972.6,891.08050682
2024-09-01,58972.6,59074.6,57200.3,57305.7,2532.44984641
2024-09-02,57305.7,59424.6,57133.8,59134.6,1834.20028682
2024-09-03,59139.3,59811.0,57415.0,57486.0,1754.40835428
2024-09-04,57484.7,58520.0,55602.5,57974.6,2561.80713247
2024-09-05,57974.7,58328.6,55636.3,56179.5,1959.73361963
2024-09-06,56179.5,57007.2,52550.0,53960.3,3537.30686715
2024-09-07,53960.4,54842.4,53756.0,54156.0,1278.56939618
2024-09-08,54156.1,55307.5,53630.0,54873.1,1472.5997729
2024-09-09,54873.1,58091.3,54596.2,57042.0,2150.29177325
2024-09-10,57040.7,58044.7,56387.1,57632.5,1463.44932234
2024-09-11,57638.8,57980.0,55564.9,57335.9,2422.15233551
2024-09-12,57335.9,58566.6,57316.4,58127.9,1876.42213078
2024-09-13,58127.9,60624.3,57638.4,60493.9,2144.78820263
2024-09-14,60494.0,60609.5,59397.7,59988.0,1371.32488107
2024-09-15,59988.1,60385.0,58680.2,59132.0,1439.95021927
2024-09-16,59132.0,59203.4,57489.7,58215.0,2175.34753549
2024-09-17,58215.0,61328.2,57622.0,60307.7,3139.54679058
2024-09-18,60307.8,61777.0,59187.4,61753.5,3378.91287941
2024-09-19,61754.9,63850.5,61566.5,62950.4,3360.70442878
2024-09-20,62950.5,64130.6,62348.4,63205.5,2273.5804573574055
2024-09-21,63205.6,63550.0,62757.7,63343.5,662.70280371
2024-09-22,63343.6,64000.0,62362.1,63575.9,1300.50601641
2024-09-23,63576.0,64753.9,62566.7,63331.4,2240.94765705
2024-09-24,63333.0,64691.5,62711.5,64269.7,2218.64824819
2024-09-25,64269.7,64817.4,62948.9,63154.4,1902.68635504
2024-09-26,63154.5,65819.9,62666.5,65165.5,2641.93386375
2024-09-27,65165.5,66575.6,64814.9,65770.8,1878.99480986
2024-09-28,65771.9,66257.6,65422.1,65841.0,715.66999092
2024-09-29,65842.5,66074.7,65431.9,65598.0,652.78116953
2024-09-30,65599.5,65608.5,63254.5,64065.0,1173.58060021
