timestamp,open,high,low,close,volume
2024-07-24,13.9,13.96,13.25,13.4,1256030.46
2024-07-25,13.41,13.45,12.47,12.94,1885396.08
2024-07-26,12.93,13.64,12.91,13.53,1174587.03
2024-07-27,13.53,13.88,13.26,13.54,1460433.56
2024-07-28,13.55,13.65,13.19,13.3,705440.02
2024-07-29,13.3,13.91,13.3,13.53,1524616.75
2024-07-30,13.53,13.8,12.98,13.14,1362496.85
2024-07-31,13.13,13.42,12.768,12.83,1497800.16
2024-08-01,12.82,13.1,12.12,12.88,1870585.71
2024-08-02,12.88,12.96,11.76,11.93,2658270.91
2024-08-03,11.92,12.14,11.34,11.68,1748000.69
2024-08-04,11.69,11.79,10.48,10.88,2457740.26
2024-08-05,10.88,10.97,8.08,9.49,17206780.72
2024-08-06,9.49,10.7,9.47,10.07,3797828.71
2024-08-07,10.06,10.49,9.39,9.48,2916617.05
2024-08-08,9.49,10.84,9.34,10.75,2764327.55
2024-08-09,10.74,10.75,10.16,10.53,1744241.58
2024-08-10,10.53,10.71,10.47,10.55,971316.1
2024-08-11,10.56,10.84,9.94,10.0,1547361.69
2024-08-12,10.0,10.75,9.94,10.56,2572403.11
2024-08-13,10.55,10.69,10.09,10.58,1953151.78
2024-08-14,10.58,10.74,10.21,10.39,1606087.78
2024-08-15,10.39,10.69,9.98,10.17,2065975.02
2024-08-16,10.17,10.4,9.91,10.12,1412866.98
2024-08-17,10.13,10.18,10.03,10.16,660305.04
2024-08-18,10.16,10.48,10.06,10.09,1294898.35
2024-08-19,10.09,10.2,9.94,10.19,1446198.29
2024-08-20,10.19,10.55,10.04,10.23,1584395.02
2024-08-21,10.24,11.4,10.14,11.22,2603911.22
2024-08-22,11.21,11.62,11.14,11.48,2372692.02
2024-08-23,11.48,12.21,11.45,12.05,2511841.64
2024-08-24,12.06,12.56,11.9,12.35,1890917.97
2024-08-25,12.34,12.39,11.94,12.1,1680258.12
2024-08-26,12.1,12.7,11.83,11.83,2726249.26
2024-08-27,11.83,12.06,10.9,11.16,2512859.8
2024-08-28,11.15,11.71,10.93,11.17,2391451.06
2024-08-29,11.17,11.47,10.81,10.94,1488137.35
2024-08-30,10.94,11.2,10.5,11.11,1605908.27
2024-08-31,11.12,11.21,10.93,11.02,762838.01
2024-09-01,11.02,11.02,10.23,10.37,1509016.4
2024-09-02,10.37,10.84,10.32,10.77,1315079.57
2024-09-03,10.77,10.88,10.21,10.31,1596734.24
2024-09-04,10.32,10.5,9.82,10.34,2274543.36
2024-09-05,10.33,10.4,9.91,10.03,1234400.81
2024-09-06,10.03,10.18,9.28,9.57,2726820.88
2024-09-07,9.58,10.16,9.56,10.03,1343150.05
2024-09-08,10.03,10.46,9.97,10.35,1350353.58
2024-09-09,10.35,10.83,10.27,10.53,2536489.74
2024-09-10,10.54,10.74,10.33,10.58,1474504.71
2024-09-11,10.58,10.6,10.17,10.4,1527678.77
2024-09-12,10.39,10.81,10.39,10.78,1446798.84
2024-09-13,10.79,11.56,10.64,11.45,2956943.65
2024-09-14,11.45,11.48,11.21,11.29,1145891.32
2024-09-15,11.3,11.36,10.79,10.81,1228933.57
2024-09-16,10.81,10.83,10.41,10.54,1891935.14
2024-09-17,10.54,10.92,10.43,10.63,1812776.35
2024-09-18,10.63,10.9,10.29,10.89,1980319.05
2024-09-19,10.9,11.4,10.9,11.21,2838273.01
2024-09-20,11.21,11.74,11.12,11.44,2711552.15
2024-09-21,11.44,11.49,11.21,11.45,773062.57
